IDA ID	IDA Text	Unique Proteins	Representative Accession	Representative Length	Representative Domains
14cdc472516801bfd702b5b280325f86f88dd537	PF20939:IPR049006-PF00580:IPR014016-PF13361:IPR014017	1	A0A353SUR2	865	PF20939{MsrA_helical}:IPR049006{MsrA_helical}[13-42],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[131-412],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[417-748]
16f6b7a911d81b73ede615e0ac81af3fec1cb931	PF12705:IPR038726-PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017	1	A0A4Q6ENC2	1196	PF12705{PDDEXK_1}:IPR038726{PDDEXK_AddAB-type}[233-523],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[564-875],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[885-1055],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[1109-1180]
1772f204fd08f0d6d95dbcb45ff632934b238974	PF00580:IPR014016-PF08719:IPR012816	1	A0A3M5E1B3	373	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[17-170],PF08719{NADAR}:IPR012816{NADAR}[304-371]
178df27f1bb767ee53cde73e6c15628ff0b25d7f	PF13304:IPR003959-PF00580:IPR014016-PF01381:IPR001387	1	A0A6A6D5R8	2581	PF13304{AAA_21}:IPR003959{ATPase_AAA_core}[43-339],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[677-731],PF01381{HTH_3}:IPR001387{Cro/C1-type_HTH}[2468-2522]
17961c71d057c74c87c20c940bd57c5012bc6c6e	PF00580:IPR014016-PF13361:IPR014017-PF12705:IPR038726-PF13245-PF13538:IPR027785	1	A0A0H2XMD4	2007	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[17-444],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[746-844],PF12705{PDDEXK_1}:IPR038726{PDDEXK_AddAB-type}[1003-1197],PF13245{AAA_19}[1405-1550],PF13538{UvrD_C_2}:IPR027785{UvrD-like_helicase_C}[1923-1969]
191421fd017ef1c273b55413f51f746641b759c3	PF02485:IPR003406-PF13086:IPR041677-PF13086:IPR041677-PF13087:IPR041679-PF00580:IPR014016	1	A0A835XS12	4417	PF02485{Branch}:IPR003406{Glyco_trans_14}[466-664],PF13086{AAA_11}:IPR041677{DNA2/NAM7_AAA_11}[1180-1235],PF13086{AAA_11}:IPR041677{DNA2/NAM7_AAA_11}[1624-1699],PF13087{AAA_12}:IPR041679{DNA2/NAM7-like_C}[1707-1963],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[2612-2699]
19c035021a0052dd09660e432070714d597294c8	PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF14226:IPR026992-PF03171:IPR044861	1	H0EEB8	807	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[23-133],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[139-203],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[206-469],PF14226{DIOX_N}:IPR026992{DIOX_N}[604-712],PF03171{2OG-FeII_Oxy}:IPR044861{IPNS-like_FE2OG_OXY}[766-805]
1a14e7d496a42dafce6948f32914da2474e5ada3	PF13643:IPR025285-PF00580:IPR014016-PF13361:IPR014017	1	A0A2N2JNK4	871	PF13643{DUF4145}:IPR025285{DUF4145}[35-119],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[418-664],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[782-860]
1a21e4bfba9f9cf86ccee7a378c9ef6f1ef1df20	PF00580:IPR014016-PF01555:IPR002941	1	A0A9D6TDZ4	689	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[3-89],PF01555{N6_N4_Mtase}:IPR002941{DNA_methylase_N4/N6}[77-347]
1a73c99b919e6a76a39769e412b518ab66d4382b	PF00580:IPR014016-PF00891:IPR001077	1	A0A803Q389	1964	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[275-600],PF00891{Methyltransf_2}:IPR001077{O_MeTrfase_dom}[1893-1955]
1afc5116a84f7fc54a4d3957dff0e1a43e72caf9	PF00580:IPR014016-PF13361:IPR014017-PF00651:IPR000210	1	A0A9Q0LJU8	1784	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[156-468],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[474-887],PF00651{BTB}:IPR000210{BTB/POZ_dom}[1311-1407]
1b548d603200b5f0743939fb5a0788521ad0f2ce	PF00133:IPR002300-PF00580:IPR014016	1	A0A2A4W1R7	720	PF00133{tRNA-synt_1}:IPR002300{aa-tRNA-synth_Ia}[28-512],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[503-720]
1bc2affefb1326b2ea554ae09bc36e9a4c0b804f	PF00580:IPR014016-PF01396:IPR013498-PF01396:IPR013498-PF09382:IPR018982	1	A0A7G5N3R1	1082	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[100-565],PF01396{zf-C4_Topoisom}:IPR013498{Topo_IA_Znf}[809-839],PF01396{zf-C4_Topoisom}:IPR013498{Topo_IA_Znf}[853-881],PF09382{RQC}:IPR018982{RQC_domain}[976-1057]
1c0d99dcb3db86f4b77b8418ce24f4cf90602ecb	PF12796:IPR002110-PF12796:IPR002110-PF00400:IPR001680-PF00400:IPR001680-PF00580:IPR014016-PF00580:IPR014016-PF13361:IPR014017	1	A0A835T058	3269	PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[290-381],PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[389-479],PF00400{WD40}:IPR001680{WD40_rpt}[1386-1422],PF00400{WD40}:IPR001680{WD40_rpt}[1452-1477],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[2523-2637],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[2915-3012],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[3033-3203]
1c10fd981a705c79cf03b7db4de4306484031b21	PF00580:IPR014016-PF02371:IPR003346	1	A0A1I7ESP7	356	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[11-178],PF02371{Transposase_20}:IPR003346{Transposase_20}[279-322]
1c7aac5c1fa08689cc2936f84fdb30b1a9a8f210	PF12763:IPR000261-PF12763:IPR000261-PF00018:IPR001452-PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017	1	A0A9W8KC09	1950	PF12763{EF-hand_4}:IPR000261{EH_dom}[15-99],PF12763{EF-hand_4}:IPR000261{EH_dom}[244-336],PF00018{SH3_1}:IPR001452{SH3_domain}[916-962],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[1096-1463],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[1490-1651],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[1817-1906]
1cc056990197703e30d9b184d40fb157b7c25b60	PF00270:IPR011545-PF00271:IPR001650-PF00580:IPR014016-PF13361:IPR014017-PF13538:IPR027785	1	A0A432QZ19	1611	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[279-453],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[492-601],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[1045-1147],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[1242-1362],PF13538{UvrD_C_2}:IPR027785{UvrD-like_helicase_C}[1431-1477]
1e1581a5739383d86c4a9310d8d30a8d7e36826d	PF00580:IPR014016-PF13361:IPR014017-PF13432-PF13414-PF13181:IPR019734-PF13181:IPR019734-PF13414-PF13181:IPR019734-PF13414-PF00515:IPR019734-PF00515:IPR019734-PF00515:IPR019734	1	A0A846AXP8	1423	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[205-450],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[548-627],PF13432{TPR_16}[864-924],PF13414{TPR_11}[936-975],PF13181{TPR_8}:IPR019734{TPR_rpt}[996-1027],PF13181{TPR_8}:IPR019734{TPR_rpt}[1030-1062],PF13414{TPR_11}[1107-1140],PF13181{TPR_8}:IPR019734{TPR_rpt}[1166-1198],PF13414{TPR_11}[1210-1247],PF00515{TPR_1}:IPR019734{TPR_rpt}[1268-1300],PF00515{TPR_1}:IPR019734{TPR_rpt}[1303-1333],PF00515{TPR_1}:IPR019734{TPR_rpt}[1336-1367]
1ed192569542053265d5feeff7ab1349949d4e71	PF00580:IPR014016-PF00224:IPR015793	1	A0A432UAK9	353	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[13-162],PF00224{PK}:IPR015793{Pyrv_Knase_brl}[287-353]
1f0cb05ef9bccf9ae761c69e795c57305ec8a0d4	PF13854-PF00580:IPR014016	1	A0A2U1PZE1	230	PF13854{Kelch_5}[51-101],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[151-186]
1f1b10b0b2ceda75d85fd4ad287766a12cdaa9ca	PF01693:IPR011320-PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF01693:IPR011320	1	A0A6I2UH07	1190	PF01693{Cauli_VI}:IPR011320{RNase_H1_N}[5-49],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[127-449],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[460-561],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[698-769],PF01693{Cauli_VI}:IPR011320{RNase_H1_N}[824-867]
1f2bc0d32c657a54b9787389f7fbf5d2ede27a9f	PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF12705:IPR038726-PF00293:IPR000086	1	A0A7L5ZFK1	1278	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[21-333],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[343-496],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[645-749],PF12705{PDDEXK_1}:IPR038726{PDDEXK_AddAB-type}[868-1024],PF00293{NUDIX}:IPR000086{NUDIX_hydrolase_dom}[1206-1261]
20e21a9455c17a5c398d2b69b8b7cd89cd5ebb82	PF00580:IPR014016-PF13361:IPR014017-PF12796:IPR002110-PF12796:IPR002110	1	A0A369XYX6	1135	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[165-405],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[496-576],PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[878-974],PF12796{Ank_2}:IPR002110{Ankyrin_rpt}[982-1066]
21049e7ca2ec3f2efae9289df7709338f4bce8dd	PF00929:IPR013520-PF00580:IPR014016-PF13361:IPR014017	1	H5TIK7	803	PF00929{RNase_T}:IPR013520{Exonuclease_RNaseT/DNA_pol3}[31-184],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[301-557],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[717-780]
213b15fac34cb076da09f6666046b1122ada55a5	PF00580:IPR014016-PF13432-PF13414-PF13181:IPR019734-PF13181:IPR019734-PF13414-PF07719:IPR013105-PF13414-PF00515:IPR019734-PF13414	1	A0A846FYP7	1424	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[204-450],PF13432{TPR_16}[864-924],PF13414{TPR_11}[937-975],PF13181{TPR_8}:IPR019734{TPR_rpt}[996-1027],PF13181{TPR_8}:IPR019734{TPR_rpt}[1030-1062],PF13414{TPR_11}[1107-1140],PF07719{TPR_2}:IPR013105{TPR_2}[1166-1198],PF13414{TPR_11}[1210-1247],PF00515{TPR_1}:IPR019734{TPR_rpt}[1268-1300],PF13414{TPR_11}[1308-1348]
22b44d974680732e939a5cee1ba8219b78706061	PF00580:IPR014016-PF13361:IPR014017-PF13414-PF00515:IPR019734-PF13432-PF00515:IPR019734-PF13414-PF13432	1	A0A7C9U1B5	1383	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[200-436],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[534-611],PF13414{TPR_11}[860-899],PF00515{TPR_1}:IPR019734{TPR_rpt}[999-1026],PF13432{TPR_16}[1032-1094],PF00515{TPR_1}:IPR019734{TPR_rpt}[1096-1126],PF13414{TPR_11}[1139-1174],PF13432{TPR_16}[1202-1262]
2432b9ab570e1d2e8eadab79259e23dc96d321ff	PF00580:IPR014016-PF13361:IPR014017-PF13538:IPR027785-PF21196	1	A0A354A3C7	702	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[10-271],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[277-443],PF13538{UvrD_C_2}:IPR027785{UvrD-like_helicase_C}[538-594],PF21196{PcrA_UvrD_tudor}[655-701]
2450056daaf7ed75ff0cd35068be2595c7ab18da	PF04055:IPR007197-PF13353-PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF05221:IPR000043	1	A0AAE0TF83	921	PF04055{Radical_SAM}:IPR007197{rSAM}[20-167],PF13353{Fer4_12}[21-106],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[237-499],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[505-648],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[732-822],PF05221{AdoHcyase}:IPR000043{Adenosylhomocysteinase-like}[863-901]
24db0903bd337f8d280e2b2c0526a78f319d4f1e	PF00580:IPR014016-PF13191:IPR041664-PF13620-PF17820:IPR041489	1	A0A956KXF7	1305	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[273-329],PF13191{AAA_16}:IPR041664{AAA_16}[576-778],PF13620{CarboxypepD_reg}[892-968],PF17820{PDZ_6}:IPR041489{PDZ_6}[1232-1258]
26213eb2c7b3f183e66e4e2829f47de2106b9999	PF00580:IPR014016-PF13361:IPR014017-PF12705:IPR038726-PF01613:IPR002563	1	A0A6N6ZKH1	977	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[2-112],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[402-533],PF12705{PDDEXK_1}:IPR038726{PDDEXK_AddAB-type}[643-784],PF01613{Flavin_Reduct}:IPR002563{Flavin_Rdtase-like_dom}[829-973]
2654a0b1033c2fc70b3d8ed791ccf8698f981b36	PF00580:IPR014016-PF13361:IPR014017-PF13639:IPR001841	1	A0A8J2SCV6	1339	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[53-305],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[313-671],PF13639{zf-RING_2}:IPR001841{Znf_RING}[1161-1212]
26e63523e4126ec87ad525b0f3dcc1e3f0f618cd	PF02574:IPR003726-PF00580:IPR014016	1	K1TK18	196	PF02574{S-methyl_trans}:IPR003726{HCY_dom}[2-61],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[53-196]
274366fc53b85e10492a85032ec6ed64c379d70e	PF13676:IPR000157-PF00580:IPR014016-PF13361:IPR014017	1	A0A934LPC3	820	PF13676{TIR_2}:IPR000157{TIR_dom}[9-126],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[155-413],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[422-770]
28578816842daeec95172023b096d646c25b7793	PF00580:IPR014016-PF00580:IPR014016-PF13538:IPR027785-PF01396:IPR013498-PF01396:IPR013498	1	A0A7Z2MVA0	943	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[185-281],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[478-627],PF13538{UvrD_C_2}:IPR027785{UvrD-like_helicase_C}[779-807],PF01396{zf-C4_Topoisom}:IPR013498{Topo_IA_Znf}[843-866],PF01396{zf-C4_Topoisom}:IPR013498{Topo_IA_Znf}[906-930]
28ceeb9d27914efada874e8d9685339f956187d5	PF00580:IPR014016-PF13361:IPR014017-PF13424-PF13414-PF13181:IPR019734-PF13414-PF13414-PF13414-PF00515:IPR019734-PF00515:IPR019734-PF13181:IPR019734	1	Q112H1	1421	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[204-451],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[555-628],PF13424{TPR_12}[896-958],PF13414{TPR_11}[973-1006],PF13181{TPR_8}:IPR019734{TPR_rpt}[1031-1063],PF13414{TPR_11}[1108-1141],PF13414{TPR_11}[1178-1210],PF13414{TPR_11}[1211-1248],PF00515{TPR_1}:IPR019734{TPR_rpt}[1269-1301],PF00515{TPR_1}:IPR019734{TPR_rpt}[1304-1334],PF13181{TPR_8}:IPR019734{TPR_rpt}[1337-1368]
2a105e964bb3d9dbb42ef284750512ae6b7818e1	PF01844:IPR002711-PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017	1	A0A8J2X215	830	PF01844{HNH}:IPR002711{HNH}[78-121],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[151-419],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[425-567],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[597-773]
2a310e8956e2a12bf6357b414dcfea88e3555258	PF00580:IPR014016-PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF00570:IPR002121	1	A0A9E4D0H8	617	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[13-101],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[142-252],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[259-353],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[436-493],PF00570{HRDC}:IPR002121{HRDC_dom}[549-614]
2a83ca891d6765b1224f4c7aebebc5e9808def17	PF14890-PF14528:IPR004860-PF00580:IPR014016-PF13361:IPR014017-PF21196	1	A0A6J4VLS6	1245	PF14890{Intein_splicing}[84-504],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[266-347],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[505-743],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[748-1094],PF21196{PcrA_UvrD_tudor}[1198-1244]
2a994cc937af638a12c4201a18e2c2512d6159ae	PF00580:IPR014016-PF13361:IPR014017-PF13432-PF13414-PF13432-PF13432-PF13414-PF00515:IPR019734-PF00515:IPR019734-PF00515:IPR019734	1	A0A846ETX6	1424	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[205-450],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[548-627],PF13432{TPR_16}[864-924],PF13414{TPR_11}[937-975],PF13432{TPR_16}[999-1063],PF13432{TPR_16}[1137-1198],PF13414{TPR_11}[1210-1247],PF00515{TPR_1}:IPR019734{TPR_rpt}[1268-1300],PF00515{TPR_1}:IPR019734{TPR_rpt}[1303-1333],PF00515{TPR_1}:IPR019734{TPR_rpt}[1336-1367]
2b1659765cb799b4f1e7b2ab746610aedaba3c85	PF00580:IPR014016-PF00580:IPR014016-PF13361:IPR014017-PF14559-PF13181:IPR019734	1	A0A4U0EVD8	1131	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[153-319],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[487-615],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[745-822],PF14559{TPR_19}[892-945],PF13181{TPR_8}:IPR019734{TPR_rpt}[985-1015]
2be01f2d97fff0281e3209354d65f3d46972a224	PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF00005:IPR003439-PF01061:IPR013525-PF08370:IPR013581-PF00005:IPR003439-PF01061:IPR013525	1	A0A835Y3T9	3161	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[413-766],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[779-916],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[1292-1382],PF00005{ABC_tran}:IPR003439{ABC_transporter-like_ATP-bd}[1620-1833],PF01061{ABC2_membrane}:IPR013525{ABC2_TM}[1997-2204],PF08370{PDR_assoc}:IPR013581{PDR_assoc}[2213-2265],PF00005{ABC_tran}:IPR003439{ABC_transporter-like_ATP-bd}[2490-2643],PF01061{ABC2_membrane}:IPR013525{ABC2_TM}[2885-3098]
2bff9b8de7940835bc6ae14d568fb5c2dff93375	PF00580:IPR014016-PF13361:IPR014017-PF02384:IPR003356-PF02384:IPR003356	1	A0A9N9GSU3	938	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[8-313],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[458-528],PF02384{N6_Mtase}:IPR003356{DNA_methylase_A-5}[673-764],PF02384{N6_Mtase}:IPR003356{DNA_methylase_A-5}[765-892]
2c2b5b6b635ee1b6a0b46f27b4f24080084af050	PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF00319:IPR002100	1	A0A0M0J9F0	1034	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[37-325],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[437-502],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[710-825],PF00319{SRF-TF}:IPR002100{TF_MADSbox}[852-899]
2c98f92f48309860c547197ca5ff5b32a6ea5b42	PF00580:IPR014016-PF13361:IPR014017-PF13606:IPR002110	1	A0A1G0H4G4	925	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[314-358],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[430-558],PF13606{Ank_3}:IPR002110{Ankyrin_rpt}[719-747]
2cfe07bc2af7ff20ec6b5de7350ffb1531f2ca90	PF00580:IPR014016-PF00149:IPR004843-PF12320:IPR026843	1	A0A8J4WJU0	1105	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[69-189],PF00149{Metallophos}:IPR004843{Calcineurin-like_PHP_ApaH}[712-801],PF12320{SbcD_C}:IPR026843{SbcD_C}[985-1074]
2e45275fff53d5b752a20a403ef5672c4bfffb28	PF00580:IPR014016-PF13361:IPR014017-PF12705:IPR038726-PF21185:IPR049550	1	A0A966J484	1382	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[17-437],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[656-815],PF12705{PDDEXK_1}:IPR038726{PDDEXK_AddAB-type}[973-1158],PF21185{RecD_N}:IPR049550{RecD_N}[1211-1309]
2e8d50b00e35fdf8738bd560d1406186ad297721	PF00580:IPR014016-PF01208:IPR000257	1	A0A3D4G3D1	810	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[29-443],PF01208{URO-D}:IPR000257{Uroporphyrinogen_deCOase}[751-785]
2f6f720dbe6ad4399fee58d3590c079f6bc81e09	PF20586:IPR046738-PF00580:IPR014016-PF13361:IPR014017	1	A0A932TV38	996	PF20586{DUF6788}:IPR046738{DUF6788}[15-56],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[78-322],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[707-996]
2f92caa739e47c1b0990eaca989aacca52948653	PF13794-PF12705:IPR038726-PF00580:IPR014016-PF13361:IPR014017-PF12705:IPR038726-PF09297:IPR015376-PF00293:IPR000086-PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF13180:IPR001478-PF05362:IPR008269-PF03699:IPR005372	1	A0A914DFR3	6405	PF13794{MiaE_2}[902-1060],PF12705{PDDEXK_1}:IPR038726{PDDEXK_AddAB-type}[1854-2100],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[2112-2466],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[2518-2898],PF12705{PDDEXK_1}:IPR038726{PDDEXK_AddAB-type}[3016-3170],PF09297{zf-NADH-PPase}:IPR015376{Znr_NADH_PPase}[3649-3677],PF00293{NUDIX}:IPR000086{NUDIX_hydrolase_dom}[3682-3789],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[3813-4073],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[4079-4200],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[4263-4324],PF13180{PDZ_2}:IPR001478{PDZ}[5236-5299],PF05362{Lon_C}:IPR008269{Lon_proteolytic}[5337-5427],PF03699{UPF0182}:IPR005372{UPF0182}[5453-6248]
313e23b0c5746178888b72a5807dfcbd4b66f343	PF02518:IPR003594-PF00580:IPR014016	1	A0A2V7K3Q4	531	PF02518{HATPase_c}:IPR003594{HATPase_dom}[280-372],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[384-531]
319f1a504c92b5728cee8cf157923240604ac926	PF20073:IPR045529-PF13086:IPR041677-PF13087:IPR041679-PF00580:IPR014016-PF00580:IPR014016	1	A0A2U1QC35	5084	PF20073{DUF6469}:IPR045529{DUF6469}[82-204],PF13086{AAA_11}:IPR041677{DNA2/NAM7_AAA_11}[243-611],PF13087{AAA_12}:IPR041679{DNA2/NAM7-like_C}[633-858],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[1360-1449],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[3317-3412]
32bf73a1b43b82d8324252f2011de01437a988e4	PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF14493:IPR029491	1	A0A8T4P717	804	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[43-500],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[506-593],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[602-674],PF14493{HTH_40}:IPR029491{Helicase_HTH}[710-795]
32f414a1ab11334c658abf17ff8f16373b1855f4	PF00580:IPR014016-PF13361:IPR014017-PF01396:IPR013498-PF01396:IPR013498-PF00570:IPR002121	1	A0A9D1EZ27	1065	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[137-598],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[735-809],PF01396{zf-C4_Topoisom}:IPR013498{Topo_IA_Znf}[846-882],PF01396{zf-C4_Topoisom}:IPR013498{Topo_IA_Znf}[892-918],PF00570{HRDC}:IPR002121{HRDC_dom}[1010-1062]
3364c1af71c2f31da445a94b9378b73cd11199c3	PF00580:IPR014016-PF13671	1	L1JV11	3186	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[1236-1321],PF13671{AAA_33}[2382-2501]
34f835a2de0624afe82f1e30bc8c46c100f9ebda	PF00107:IPR013149-PF00580:IPR014016	1	A0A699GKK6	2700	PF00107{ADH_zinc_N}:IPR013149{ADH-like_C}[1353-1484],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[2176-2297]
34f854e1aeedda18dd47804e364d9ce3d6a3feb9	PF01661:IPR002589-PF00580:IPR014016-PF13361:IPR014017	1	A0A940Q4M9	962	PF01661{Macro}:IPR002589{Macro_dom}[21-131],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[378-491],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[706-796]
