IDA ID	IDA Text	Unique Proteins	Representative Accession	Representative Length	Representative Domains
ed7f937235b50a9fb2a3eeaf56e94324b0eef9cc	PF00317:IPR013509-PF02867:IPR000788-PF14528:IPR004860-PF14528:IPR004860	5	A0A1B3M2G0	1178	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[19-83],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[91-960],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[409-450],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[515-611]
091823cba4cd49121e2df1feeda205b8ad239faf	PF03477:IPR005144-PF00317:IPR013509-PF14890-PF02867:IPR000788	4	A0A7J3XUU8	613	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[4-92],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[108-188],PF14890{Intein_splicing}[240-571],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[572-613]
18f8c4f465c5f650285255ade30a8d00b5dd5fec	PF00317:IPR013509-PF02867:IPR000788-PF00317:IPR013509-PF02867:IPR000788	4	A0A136KHH1	1425	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[62-144],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[153-630],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[669-732],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[750-1236]
1b894577d344d93bd4f6c1041bfd44abc61a3b5e	PF03477:IPR005144-PF03477:IPR005144-PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788	4	Q5L5A0	1045	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[10-109],PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[119-215],PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[237-316],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[376-450],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[454-990]
25782f8ba93ac558921405b148615e191cbc91c3	PF00317:IPR013509-PF02867:IPR000788-PF14890-PF14528:IPR004860-PF14528:IPR004860	4	A0A1Y2ZTQ3	1094	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[18-90],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[103-1029],PF14890{Intein_splicing}[337-700],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[437-516],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[544-641]
2f9f8a4ee4d6adeb112f7890108faab8bb2941d1	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788	4	A0A0N5ALJ3	1494	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[4-85],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[139-208],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[214-713],PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[716-798],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[851-921],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[925-1447]
3b1f245d7159ca3d8ed7b49734ec1e09d22c75f4	PF01094:IPR001828-PF00003:IPR017978-PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788	4	A0A9P5RXT9	1998	PF01094{ANF_receptor}:IPR001828{ANF_lig-bd_rcpt}[227-580],PF00003{7tm_3}:IPR017978{GPCR_3_C}[624-874],PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[1223-1303],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[1356-1426],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[1430-1951]
4f68b743e45869f2d7a7aa439fa02a1674e74a55	PF00317:IPR013509-PF02867:IPR000788-PF02867:IPR000788-PF00462:IPR002109	4	A0A1Z9G9W7	662	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[15-79],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[91-398],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[400-550],PF00462{Glutaredoxin}:IPR002109{Glutaredoxin}[577-635]
508cf201e034a05031d17ab6739cfd4e98d23883	PF03477:IPR005144-PF00317:IPR013509-PF14890-PF14528:IPR004860-PF02867:IPR000788-PF02867:IPR000788	4	A0A6V8PHJ0	1130	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[9-98],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[106-186],PF14890{Intein_splicing}[258-645],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[445-518],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[646-931],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[939-1085]
6a9f613fb4dfe1a77de94cd3bd5f99e2b8e9a726	PF00317:IPR013509-PF00317:IPR013509-PF02867:IPR000788	4	A0A2H9QMZ8	832	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[37-98],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[180-213],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[216-714]
76c117ddb0bf93ddcd86b3fdefefb189dc51f310	PF00317:IPR013509-PF02867:IPR000788-PF02867:IPR000788-PF14890-PF14528:IPR004860-PF02867:IPR000788	4	D7CX96	1236	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[15-86],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[264-342],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[348-884],PF14890{Intein_splicing}[428-752],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[596-691],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[887-1050]
8cc04b8cb8fc6f3dd096b72b8032cd13099f4fb2	PF00317:IPR013509-PF02867:IPR000788-PF14528:IPR004860-PF02867:IPR000788-PF12637:IPR024434	4	A0A0J1FDL9	1199	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[15-96],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[99-782],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[491-588],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[787-933],PF12637{TSCPD}:IPR024434{TSCPD_dom}[1018-1096]
a5ca5319ae7b661866daf035c262c4b5d0ff4896	PF00317:IPR013509-PF14890-PF14528:IPR004860-PF02867:IPR000788-PF14890-PF14528:IPR004860-PF02867:IPR000788	4	A0A4S3TPK2	1939	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[31-171],PF14890{Intein_splicing}[241-665],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[526-602],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[666-1094],PF14890{Intein_splicing}[1142-1529],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[1332-1373],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[1530-1673]
f081005dbf4e455924b0c89e870d97ce0683534c	PF00317:IPR013509-PF02867:IPR000788-PF02867:IPR000788-PF02867:IPR000788-PF00462:IPR002109	4	H6WFZ9	636	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[13-76],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[80-204],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[206-384],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[389-540],PF00462{Glutaredoxin}:IPR002109{Glutaredoxin}[559-610]
0a175a3be484ec4fc8d5cbcaa6c287cc2f5113ff	PF00317:IPR013509-PF02867:IPR000788-PF00268:IPR000358	3	A0A1B0C1P7	716	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[1-70],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[74-584],PF00268{Ribonuc_red_sm}:IPR000358{RNR_small_fam}[587-713]
3653b3fc2dd0e38dab02562abdb1ff0d80253b3d	PF00732:IPR000172-PF05199:IPR007867-PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788	3	A0A0K6FQ71	1447	PF00732{GMC_oxred_N}:IPR000172{GMC_OxRdtase_N}[6-306],PF05199{GMC_oxred_C}:IPR007867{GMC_OxRtase_C}[420-539],PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[539-621],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[675-744],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[748-1276]
37fc614fa957735f39a68e7008b5e3aeed8f5686	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF14890-PF02867:IPR000788-PF14528:IPR004860	3	A0A6C0E8V0	1530	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[16-102],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[156-225],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[229-301],PF14890{Intein_splicing}[329-660],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[661-1491],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[1028-1112]
426936eca5822aeb6266fcba0fb140ac19514b53	PF00317:IPR013509-PF14890-PF14528:IPR004860	3	A0A353V461	604	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[15-93],PF14890{Intein_splicing}[166-584],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[373-440]
5e575a16206b8c302e8b844204a0c25ae040ffd7	PF16884:IPR041694-PF00107:IPR013149-PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788	3	A0A8H8IXA3	1281	PF16884{ADH_N_2}:IPR041694{ADH_N_2}[37-121],PF00107{ADH_zinc_N}:IPR013149{ADH-like_C}[169-289],PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[352-439],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[493-562],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[566-1094]
73dcbb89e75d9d2e8aaa154141ddf06a19a01a01	PF00317:IPR013509-PF02867:IPR000788-PF02867:IPR000788-PF14890-PF14528:IPR004860	3	A0A1W1CNA8	1342	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[142-216],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[220-300],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[423-1320],PF14890{Intein_splicing}[621-977],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[813-913]
792e43cf519184ae82495f0cb9f87229d0304f71	PF00317:IPR013509-PF02867:IPR000788-PF14890-PF13392:IPR003615	3	A0A959BAV2	1228	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[26-91],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[108-1021],PF14890{Intein_splicing}[309-660],PF13392{HNH_3}:IPR003615{HNH_nuc}[430-471]
7b96c435a93fe47e80fa61d636884533382719e0	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF00268:IPR000358	3	A0A077ZQJ3	1134	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[3-51],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[194-268],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[273-786],PF00268{Ribonuc_red_sm}:IPR000358{RNR_small_fam}[819-1093]
b95e275ef3e6a9d4790cab1e54f08e09001bed2b	PF00317:IPR013509-PF02867:IPR000788-PF14890-PF14528:IPR004860-PF02867:IPR000788-PF14890-PF14528:IPR004860	3	A0A1F5N4T0	1681	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[59-140],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[144-217],PF14890{Intein_splicing}[233-637],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[452-531],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[642-1475],PF14890{Intein_splicing}[798-1181],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[1020-1122]
d2187cce7640ac07ff10d88210c8eb2b5d95ebe1	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF14528:IPR004860-PF02867:IPR000788-PF14528:IPR004860	3	A0A5P9XQ93	1670	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[1-101],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[272-344],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[348-419],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[660-718],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[797-1626],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[1128-1174]
d6705665e46a19063eec137d9333f6c114de9b3a	PF00317:IPR013509-PF02867:IPR000788-PF14528:IPR004860-PF14890-PF14528:IPR004860-PF02867:IPR000788-PF02867:IPR000788-PF12637:IPR024434	3	A0A1M7L0I0	1470	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[17-95],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[98-284],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[495-567],PF14890{Intein_splicing}[676-986],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[847-925],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[987-1103],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[1110-1257],PF12637{TSCPD}:IPR024434{TSCPD_dom}[1315-1398]
ed8e5e175b482b8761f8115d12f26f20e9f23037	PF07972:IPR004465-PF08343:IPR013554-PF00317:IPR013509-PF02867:IPR000788-PF02867:IPR000788	3	B3R0L0	830	PF07972{Flavodoxin_NdrI}:IPR004465{RNR_NrdI}[36-119],PF08343{RNR_N}:IPR013554{RNR_N}[140-220],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[222-294],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[299-744],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[755-815]
f7c0a25aff54377ddb7bd7e6acf4a17e8ce3c137	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF14528:IPR004860-PF02867:IPR000788-PF14890-PF14528:IPR004860-PF02867:IPR000788	3	A0A1W9X6W5	1672	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[32-128],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[287-358],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[364-435],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[669-718],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[793-961],PF14890{Intein_splicing}[1004-1328],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[1184-1268],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[1329-1633]
0cce38c19edd9d28445792f72c6a97fc63adc35a	PF08343:IPR013554-PF00317:IPR013509-PF02867:IPR000788-PF02867:IPR000788	2	A0A352TTS1	699	PF08343{RNR_N}:IPR013554{RNR_N}[9-89],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[90-164],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[168-612],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[624-684]
0f5f988830b3e7e1cb7d9cee5e3e15ddc12ed21f	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF13392:IPR003615	2	A0A384ZSD9	1103	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[5-90],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[140-220],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[224-1078],PF13392{HNH_3}:IPR003615{HNH_nuc}[573-613]
1c9e0ec9e390a79bee75a0c16bc25604855066d7	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF14890-PF02867:IPR000788-PF00462:IPR002109-PF02867:IPR000788	2	E3T5M5	1257	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[17-104],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[149-220],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[223-294],PF14890{Intein_splicing}[322-629],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[630-799],PF00462{Glutaredoxin}:IPR002109{Glutaredoxin}[806-866],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[878-1217]
213d43001d4f29b4e23a4d1d5242f1842900508d	PF00317:IPR013509-PF02867:IPR000788-PF02867:IPR000788-PF00317:IPR013509-PF02867:IPR000788	2	A0A955KZ88	1434	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[23-104],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[113-431],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[436-590],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[618-683],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[699-1034]
29ee3bbc235ecff0890b9ae68adca3e461c5fc35	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF13499:IPR002048-PF13499:IPR002048	2	A0A099P9E1	1019	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[1-88],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[142-212],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[216-741],PF13499{EF-hand_7}:IPR002048{EF_hand_dom}[881-943],PF13499{EF-hand_7}:IPR002048{EF_hand_dom}[954-1015]
307f16c1cd3b7d45d4c44458db496973a1fd694b	PF00317:IPR013509-PF14528:IPR004860	2	A0A2R6M389	464	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[29-159],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[394-437]
31d55ef21bd6331634b7cd189510df858d9408d7	PF00317:IPR013509-PF02867:IPR000788-PF00462:IPR002109-PF02867:IPR000788	2	A0A6C0IE18	1129	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[133-201],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[499-736],PF00462{Glutaredoxin}:IPR002109{Glutaredoxin}[749-805],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[817-1098]
351345b8147ce5f21ac532135310f65ecfb2aaf9	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF14890-PF14528:IPR004860-PF14528:IPR004860	2	A0A2T9WQD1	892	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[24-82],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[103-257],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[260-876],PF14890{Intein_splicing}[518-838],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[602-671],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[690-781]
395df5ce5cdc1060d016991cc816d7ff0abead4c	PF00317:IPR013509-PF02867:IPR000788-PF14528:IPR004860-PF14890-PF14528:IPR004860-PF02867:IPR000788	2	A0A831T1G5	1952	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[123-178],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[495-1196],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[883-973],PF14890{Intein_splicing}[1225-1620],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[1424-1503],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[1621-1731]
403829d29ffc5d84fa6ab542cf1e0a069fd2b2c8	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF14528:IPR004860-PF00462:IPR002109-PF02867:IPR000788	2	A0A6C0INP5	1225	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[6-90],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[145-215],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[219-834],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[661-712],PF00462{Glutaredoxin}:IPR002109{Glutaredoxin}[843-896],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[911-1191]
4a1cf6f9f3cd0345305891af92c94030b41c336f	PF00317:IPR013509-PF02867:IPR000788-PF14890-PF13412-PF14528:IPR004860	2	A0A8K0XVE2	1218	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[16-89],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[98-1027],PF14890{Intein_splicing}[316-741],PF13412{HTH_24}[359-404],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[590-667]
4c852d4e81ba89aa847f06d095847e1c49d0dd53	PF17675:IPR041691-PF04111:IPR040455-PF00317:IPR013509-PF02867:IPR000788	2	A0A1V2LNL8	1214	PF17675{APG6_N}:IPR041691{Atg6/beclin_CC}[185-303],PF04111{APG6}:IPR040455{Atg6_BARA}[303-393],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[552-620],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[626-1147]
4cbdc4c7f705ea671dbeb4eefa66f35fd4bddd84	PF03477:IPR005144-PF00317:IPR013509-PF00317:IPR013509	2	A0A3C0GHQ0	368	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[5-91],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[147-220],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[325-365]
4cd5c913cc54e6d86f807c73ed318aff9a4e7a24	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF02867:IPR000788-PF14890-PF14528:IPR004860	2	A0A1V0SDH6	1600	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[17-104],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[197-252],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[257-339],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[756-1533],PF14890{Intein_splicing}[894-1202],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[1067-1124]
4d99ebe4886f022c16d3a6da82f1f136693ad5a6	PF00317:IPR013509-PF02867:IPR000788-PF13403:IPR028992-PF02867:IPR000788	2	A0A2R6GBH4	1424	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[27-171],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[175-242],PF13403{Hint_2}:IPR028992{Hedgehog/Intein_dom}[240-292],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[624-1156]
517134f2def2eb13541fd15335648e16eaf46090	PF04142:IPR007271-PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788	2	A0AAF3FG24	959	PF04142{Nuc_sug_transp}:IPR007271{Nuc_sug_transpt}[29-164],PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[175-262],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[315-385],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[389-911]
77cc983c37ba0be328e4b7396124bc63bba365e4	PF00317:IPR013509-PF02867:IPR000788-PF03477:IPR005144-PF02867:IPR000788	2	A0A1I7UQT0	467	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[1-43],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[76-154],PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[186-246],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[263-362]
7831daf486f5122b7ac799f02fba4435d6e8a1fd	PF00317:IPR013509-PF02867:IPR000788-PF14528:IPR004860-PF12637:IPR024434	2	A0A117SK59	1156	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[15-97],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[100-934],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[492-589],PF12637{TSCPD}:IPR024434{TSCPD_dom}[999-1077]
78f467ac76e9abc5fa908189c659a4bea497b47e	PF00317:IPR013509-PF14890-PF14528:IPR004860-PF14528:IPR004860-PF02867:IPR000788	2	A0A1F5JGE9	1330	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[64-145],PF14890{Intein_splicing}[228-636],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[323-400],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[426-503],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[637-1125]
7b53feeaa2c24f5b037028e50e5265e4b7488b1b	PF02867:IPR000788-PF00317:IPR013509-PF02867:IPR000788	2	A0A955KWI2	969	PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[1-61],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[141-219],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[224-696]
7fc900f1f8a2cbf75b544c743f86a06699f2b771	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF04900:IPR006984-PF24779	2	A0A3L8DAY6	895	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[1-89],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[142-212],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[207-701],PF04900{Fcf1}:IPR006984{Fcf1/Utp23}[746-787],PF24779{UTP23_sensor}[831-849]
841dea6e42eff695fa7d1956b813c1fffcf32809	PF00462:IPR002109-PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788	2	A0A2D1GNB1	839	PF00462{Glutaredoxin}:IPR002109{Glutaredoxin}[4-60],PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[88-175],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[225-302],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[306-815]
8edf5a909530c54b6b4785f4ec62c703b240973b	PF00317:IPR013509-PF02867:IPR000788-PF14890-PF13392:IPR003615-PF02867:IPR000788-PF14890-PF13392:IPR003615	2	A0A7W1VBQ4	1620	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[37-113],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[116-202],PF14890{Intein_splicing}[214-477],PF13392{HNH_3}:IPR003615{HNH_nuc}[316-366],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[478-1402],PF14890{Intein_splicing}[633-1084],PF13392{HNH_3}:IPR003615{HNH_nuc}[758-801]
